title,media,date,datetime,desc,link,img
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:37.944849,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIAhAC&usg=AOvVaw2bPgD_hE1-52q1XjYicoVb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:37.959467,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQICRAC&usg=AOvVaw1VfJ5i2nR5ORyDrHLWDXlO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:37.982413,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIAxAC&usg=AOvVaw0faxiWARpNfzWqA5KfnabP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:37.998353,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIARAC&usg=AOvVaw2U2WfVftI1wr6hCSIvz1S0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:38.012539,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIBRAC&usg=AOvVaw2anWpcHuC12tAn0ZVzU97l,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:38.026676,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIBhAC&usg=AOvVaw0cyyvouGfXsl50NedvhlEi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:38.040385,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQICBAC&usg=AOvVaw2WYmQyAUAAg4QS9C4MGT-0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia could hand others long-range weapons to strike West: Putin,Euronews.com,2 hours ago,2024-06-06 05:29:38.053413,It comes after NATO allies allowed Ukraine to use similar arms to strike targets deep within Russian territory. ADVERTISEMENT. Russian President Vladimir...,https://www.euronews.com/2024/06/05/putin-warns-germany-ukraine-using-its-weapons-would-be-a-dangerous-step&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIBBAC&usg=AOvVaw1b-b4QE58-5zszeb5ws7I-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
At least four dead as Ukraine-bound passenger train collides with freighter in Czechia,Ukrinform,3 hours ago,2024-06-06 04:29:38.066003,"In the Czech Republic, a passenger train heading to Chop, Ukraine, collided with a freight train, leaving four passengers killed and killing four people and...",https://www.ukrinform.net/rubric-emergencies/3871890-at-least-four-dead-as-ukrainebound-passenger-train-collides-with-freighter-in-czechia.html&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIABAC&usg=AOvVaw0e9OAFsFWTVqkVAPPko7u6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slovakia's Fico says he was targeted for Ukraine views, in first speech since assassination attempt",AP News,3 hours ago,2024-06-06 04:29:38.079280,Slovakia's populist Prime Minister Robert Fico says he believes he was targeted for having a Ukraine position contrary to the European mainstream but bears...,https://apnews.com/article/slovakia-prime-minister-fico-speech-online-878f0271e2ec3d3c378abe966415e20b&ved=2ahUKEwiX7sypusaGAxUI4skDHbF8NoEQxfQBegQIBxAC&usg=AOvVaw1QcoaKO7JwwiI3ya3I5dgc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Former Ukrainian military spokeswoman moved to non-media position,Українська правда,3 hours ago,2024-06-06 04:29:38.519608,"Natalia Humeniuk, the former Deputy Head of Communication for Operational Command Pivden (South), has been fired and transferred to a position unconnected...",https://www.pravda.com.ua/eng/news/2024/06/5/7459391/&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgIEAI&usg=AOvVaw0t9LdEepLN55OoZWKHjkSv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Man to serve 1-year sentence at home after hit-and-run that killed 7-year-old Ukrainian refugee,CBC,3 hours ago,2024-06-06 04:29:38.521741,"Juan Manuel Becerra Garcia, the 46-year-old man who struck and killed a seven-year-old Ukrainian girl with his car in south-central Montreal before speeding...",https://www.cbc.ca/news/canada/montreal/juan-manuel-becerra-garcia-sentence-1.7225319&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgJEAI&usg=AOvVaw3p8LP2Z1vvONXwOzIdhyl0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia's war in Ukraine is hurting Gazprom,Quartz,3 hours ago,2024-06-06 04:29:38.523649,Russia's Gazprom says Ukraine-related sanctions have been devastating. It could take a decade for revenues at the fossil fuel giant to recover if export...,https://qz.com/russia-gazprom-ukraine-revenue-1851520783&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgHEAI&usg=AOvVaw3C0H1jS2Pio8-Y3K9fybpw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin warns that Russia could supply arms to other countries to strike west,The Guardian,3 hours ago,2024-06-06 04:29:38.525517,Comments come after US senator confirmed that Ukraine has recently used US weapons to strike inside Russia.,https://www.theguardian.com/world/article/2024/jun/05/russia-ukraine-war-us-weapons&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgAEAI&usg=AOvVaw0M57dd7TjBbgm8e65BuBbF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"On D-Day 80th anniversary, Ukraine war rages amid shaky Western front",POLITICO.eu,3 hours ago,2024-06-06 04:29:38.527517,"As Western leaders assemble on Omaha Beach to celebrate victory over totalitarian forces, the continent is experiencing the deadliest fighting it has seen...",https://www.politico.eu/article/ukraine-war-d-day-anniversary-commemorations-normandy/&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgBEAI&usg=AOvVaw0JMnca0gbiO1ryGWGnjJwQ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Switzerland and Global South countries promote Peace Summit's decision unfavourable for Ukraine,Українська правда,4 hours ago,2024-06-06 03:29:38.529439,"Under pressure from Switzerland and the countries of the Global South, the amendments unfavourable for Ukraine were added to the draft decision of the Peace...",https://www.pravda.com.ua/eng/news/2024/06/5/7459388/&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgGEAI&usg=AOvVaw08pmILPg-SxjGmrWtIas9k,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Zelenskyy put a spotlight on China’s Ukraine war problem: Defend Ukraine’s sovereignty, or Russian security?",Lowy Institute,4 hours ago,2024-06-06 03:29:38.531252,"Ukrainian President Volodymyr Zelenskyy made a surprise appearance last weekend at the annual Shangri-la Dialogue in Singapore, run by the International...",https://www.lowyinstitute.org/the-interpreter/zelenskyy-put-spotlight-china-s-ukraine-war-problem-defend-ukraine-s-sovereignty-or&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgDEAI&usg=AOvVaw3GIRhanTvV7vqZtHpukVJa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia Places American Serving in Ukraine's Military on Wanted List,Newsweek,4 hours ago,2024-06-06 03:29:38.532954,"An American journalist-turned-spokesperson for the Ukraine Armed Forces has been placed on a Kremlin criminal ""wanted"" list. Sarah Ashton-Cirillo arrived in...",https://www.newsweek.com/russia-ukraine-war-ashton-cirillo-criminal-wanted-1908689&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgEEAI&usg=AOvVaw3z3bcePbHpuMdKXNAoQtOr,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin warns Germany over use of its weapons by Ukraine to strike Russia,BreakingNews.ie,4 hours ago,2024-06-06 03:29:38.534662,Russian President Vladimir Putin warned Germany on Wednesday that use of its weapons by Ukraine to strike targets in Russia would be a “dangerous step” and...,https://www.breakingnews.ie/world/putin-warns-germany-over-use-of-its-weapons-by-ukraine-to-strike-russia-1634087.html&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgFEAI&usg=AOvVaw16wjWG9rb4D2f7Z1-gKVH2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine strikes Russia with U.S. weapons: official,CTV News,4 hours ago,2024-06-06 03:29:38.536435,"Ukraine has used U.S weapons to strike inside Russia in recent days, according to a Western official familiar with the matter.",https://www.ctvnews.ca/world/ukraine-uses-u-s-weapons-to-strike-inside-russia-a-western-official-tells-ap-1.6914649&ved=2ahUKEwjAnvOpusaGAxVk38kDHa6gCuY4RhDF9AF6BAgCEAI&usg=AOvVaw0l2kKQn-sfsj098f_FSxTn,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:39.034486,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIBRAC&usg=AOvVaw3iB1OWyXr0LHR9r2IUsI5o,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:39.048768,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQICRAC&usg=AOvVaw1KiXmiLKu8yw8v-AMEIvOp,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:39.062629,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIABAC&usg=AOvVaw3LcgX9WHY8xLy5VNwER84c,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:39.076602,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIBxAC&usg=AOvVaw2bCJ2_MzKqbh_ZI-er_MPC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:39.091042,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIARAC&usg=AOvVaw1shKzkC4oeKeVM0LSiL1CZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:39.105824,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIAhAC&usg=AOvVaw1cdXtKi41Y0SmNOJCr-rtw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:39.121738,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIBhAC&usg=AOvVaw1t7bKQFTwTX0tcVR_qcsli,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia could hand others long-range weapons to strike West: Putin,Euronews.com,2 hours ago,2024-06-06 05:29:39.137138,It comes after NATO allies allowed Ukraine to use similar arms to strike targets deep within Russian territory. ADVERTISEMENT. Russian President Vladimir...,https://www.euronews.com/2024/06/05/putin-warns-germany-ukraine-using-its-weapons-would-be-a-dangerous-step&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIBBAC&usg=AOvVaw0vpLev3hjGg654RD4EdPSN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
At least four dead as Ukraine-bound passenger train collides with freighter in Czechia,Ukrinform,3 hours ago,2024-06-06 04:29:39.152206,"In the Czech Republic, a passenger train heading to Chop, Ukraine, collided with a freight train, leaving four passengers killed and killing four people and...",https://www.ukrinform.net/rubric-emergencies/3871890-at-least-four-dead-as-ukrainebound-passenger-train-collides-with-freighter-in-czechia.html&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQIAxAC&usg=AOvVaw2MwAbPz2exsjv1VWUCJtxD,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slovakia's Fico says he was targeted for Ukraine views, in first speech since assassination attempt",AP News,3 hours ago,2024-06-06 04:29:39.166312,Slovakia's populist Prime Minister Robert Fico says he believes he was targeted for having a Ukraine position contrary to the European mainstream but bears...,https://apnews.com/article/slovakia-prime-minister-fico-speech-online-878f0271e2ec3d3c378abe966415e20b&ved=2ahUKEwik6I-qusaGAxUw48kDHY1GIwkQxfQBegQICBAC&usg=AOvVaw3sJuxi3eXFczrKgCEtk5lG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:31.332376,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQIBBAC&usg=AOvVaw1uNkC-NgfgPtA4MDDs2MSE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:31.351189,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQICRAC&usg=AOvVaw2a6AR5W8aHpDPfVdhlqJEM,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:31.365780,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQIAxAC&usg=AOvVaw3ep3selsU24gnj-RtVHen9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:31.380362,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQIBxAC&usg=AOvVaw2qafPFFrr1P4wB1uVxM-Kl,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:31.394730,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQIABAC&usg=AOvVaw1ou0yhMU6fCyfIGPn3M4ru,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:31.409768,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQIBhAC&usg=AOvVaw138ujTD4tfJnYtT94zdUCr,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:31.423915,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwiHtKOkusaGAxXI78kDHYsMJI0QxfQBegQIAhAC&usg=AOvVaw1E75kO6cQo3gqIx9y5V36B,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
